SK_ID_CURR	TARGET	NAME_CONTRACT_TYPE	CODE_GENDER	FLAG_OWN_CAR	FLAG_OWN_REALTY	CNT_CHILDREN	AMT_INCOME_TOTAL	AMT_CREDIT	AMT_ANNUITY	AMT_GOODS_PRICE	NAME_TYPE_SUITE	NAME_INCOME_TYPE	NAME_EDUCATION_TYPE	NAME_FAMILY_STATUS	NAME_HOUSING_TYPE	REGION_POPULATION_RELATIVE	DAYS_BIRTH	DAYS_EMPLOYED	DAYS_REGISTRATION	DAYS_ID_PUBLISH	OWN_CAR_AGE	FLAG_MOBIL	FLAG_EMP_PHONE	FLAG_WORK_PHONE	FLAG_CONT_MOBILE	FLAG_PHONE	FLAG_EMAIL	OCCUPATION_TYPE	CNT_FAM_MEMBERS	REGION_RATING_CLIENT	REGION_RATING_CLIENT_W_CITY	WEEKDAY_APPR_PROCESS_START	HOUR_APPR_PROCESS_START	REG_REGION_NOT_LIVE_REGION	REG_REGION_NOT_WORK_REGION	LIVE_REGION_NOT_WORK_REGION	REG_CITY_NOT_LIVE_CITY	REG_CITY_NOT_WORK_CITY	LIVE_CITY_NOT_WORK_CITY	ORGANIZATION_TYPE	EXT_SOURCE_1	EXT_SOURCE_2	EXT_SOURCE_3	APARTMENTS_AVG	BASEMENTAREA_AVG	YEARS_BEGINEXPLUATATION_AVG	YEARS_BUILD_AVG	COMMONAREA_AVG	ELEVATORS_AVG	ENTRANCES_AVG	FLOORSMAX_AVG	FLOORSMIN_AVG	LANDAREA_AVG	LIVINGAPARTMENTS_AVG	LIVINGAREA_AVG	NONLIVINGAPARTMENTS_AVG	NONLIVINGAREA_AVG	APARTMENTS_MODE	BASEMENTAREA_MODE	YEARS_BEGINEXPLUATATION_MODE	YEARS_BUILD_MODE	COMMONAREA_MODE	ELEVATORS_MODE	ENTRANCES_MODE	FLOORSMAX_MODE	FLOORSMIN_MODE	LANDAREA_MODE	LIVINGAPARTMENTS_MODE	LIVINGAREA_MODE	NONLIVINGAPARTMENTS_MODE	NONLIVINGAREA_MODE	APARTMENTS_MEDI	BASEMENTAREA_MEDI	YEARS_BEGINEXPLUATATION_MEDI	YEARS_BUILD_MEDI	COMMONAREA_MEDI	ELEVATORS_MEDI	ENTRANCES_MEDI	FLOORSMAX_MEDI	FLOORSMIN_MEDI	LANDAREA_MEDI	LIVINGAPARTMENTS_MEDI	LIVINGAREA_MEDI	NONLIVINGAPARTMENTS_MEDI	NONLIVINGAREA_MEDI	FONDKAPREMONT_MODE	HOUSETYPE_MODE	TOTALAREA_MODE	WALLSMATERIAL_MODE	EMERGENCYSTATE_MODE	OBS_30_CNT_SOCIAL_CIRCLE	DEF_30_CNT_SOCIAL_CIRCLE	OBS_60_CNT_SOCIAL_CIRCLE	DEF_60_CNT_SOCIAL_CIRCLE	DAYS_LAST_PHONE_CHANGE	FLAG_DOCUMENT_2	FLAG_DOCUMENT_3	FLAG_DOCUMENT_4	FLAG_DOCUMENT_5	FLAG_DOCUMENT_6	FLAG_DOCUMENT_7	FLAG_DOCUMENT_8	FLAG_DOCUMENT_9	FLAG_DOCUMENT_10	FLAG_DOCUMENT_11	FLAG_DOCUMENT_12	FLAG_DOCUMENT_13	FLAG_DOCUMENT_14	FLAG_DOCUMENT_15	FLAG_DOCUMENT_16	FLAG_DOCUMENT_17	FLAG_DOCUMENT_18	FLAG_DOCUMENT_19	FLAG_DOCUMENT_20	FLAG_DOCUMENT_21	AMT_REQ_CREDIT_BUREAU_HOUR	AMT_REQ_CREDIT_BUREAU_DAY	AMT_REQ_CREDIT_BUREAU_WEEK	AMT_REQ_CREDIT_BUREAU_MON	AMT_REQ_CREDIT_BUREAU_QRT	AMT_REQ_CREDIT_BUREAU_YEAR
342580	0	Cash loans	F	N	Y	1	215100.0	242595.0	13288.5	202500.0	Unaccompanied	State servant	Higher education	Married	House / apartment	0.018634	-11422	-2870	-1742.0	-3688		1	1	1	1	1	0	Core staff	3.0	2	2	MONDAY	12	0	0	0	0	0	0	Government	0.23800014789794485	0.584250095454697	0.13937578009978951																																																5.0	0.0	5.0	0.0	-2028.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	4.0
332283	0	Cash loans	F	N	Y	0	202500.0	528633.0	23413.5	472500.0	Family	Pensioner	Secondary / secondary special	Married	House / apartment	0.018634	-18752	365243	-11132.0	-2295		1	0	0	1	1	0		2.0	2	2	THURSDAY	16	0	0	0	0	0	0	XNA		0.7220379502669837	0.5388627065779676																																																2.0	0.0	2.0	0.0	-2406.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
146110	0	Revolving loans	F	Y	Y	0	90000.0	225000.0	11250.0	225000.0	Unaccompanied	Commercial associate	Secondary / secondary special	Civil marriage	House / apartment	0.025164	-7921	-717	-4301.0	-582	16.0	1	1	0	1	0	0	Sales staff	2.0	2	2	THURSDAY	13	0	0	0	0	0	0	Business Entity Type 3		0.5439947289832487	0.07446068789567313	0.1732	0.11599999999999999	0.9925	0.898	0.1141	0.2	0.1724	0.375	0.4167	0.0893	0.1362	0.1982	0.0232	0.0766	0.1765	0.1204	0.9926	0.902	0.1151	0.2014	0.1724	0.375	0.4167	0.0913	0.1488	0.2065	0.0233	0.0811	0.1749	0.11599999999999999	0.9925	0.8994	0.1148	0.2	0.1724	0.375	0.4167	0.0908	0.1385	0.2018	0.0233	0.0782	reg oper spec account	block of flats	0.2349	Panel	No	0.0	0.0	0.0	0.0	-1256.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	3.0
299965	0	Cash loans	M	Y	Y	0	207000.0	450000.0	30204.0	450000.0	Family	Commercial associate	Secondary / secondary special	Married	House / apartment	0.04622	-8916	-676	-7199.0	-1069	5.0	1	1	1	1	0	0	Drivers	2.0	1	1	SUNDAY	16	0	0	0	0	0	0	Self-employed		0.3417768931038477		0.1278		0.9786				0.2759	0.1667				0.1173			0.1303		0.9786				0.2759	0.1667				0.1222			0.1291		0.9786				0.2759	0.1667				0.1194				block of flats	0.0964	Stone, brick	No	3.0	0.0	3.0	0.0	-458.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0						
269434	0	Cash loans	F	N	Y	1	180000.0	314100.0	17167.5	225000.0	Children	Working	Secondary / secondary special	Widow	House / apartment	0.025164	-18690	-2552	-1461.0	-1455		1	1	0	1	0	0	Core staff	2.0	2	2	MONDAY	10	0	0	0	0	0	0	Self-employed		0.6677391008213616	0.3001077565791181																																																0.0	0.0	0.0	0.0	-1411.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	4.0
261941	0	Cash loans	M	N	Y	0	157500.0	450000.0	30573.0	450000.0	Unaccompanied	Working	Secondary / secondary special	Single / not married	House / apartment	0.0228	-11957	-805	-5986.0	-4111		1	1	1	1	0	0	Laborers	1.0	2	2	SATURDAY	8	0	0	0	0	1	1	Business Entity Type 3	0.5902938677604239	0.07146040831956274		0.0041	0.0118	0.9851	0.7959999999999999	0.0	0.0	0.0	0.0417	0.0833	0.0	0.0034	0.0056	0.0	0.0	0.0042	0.0123	0.9851	0.804	0.0	0.0	0.0	0.0417	0.0833	0.0	0.0037	0.0058	0.0	0.0	0.0042	0.0118	0.9851	0.7987	0.0	0.0	0.0	0.0417	0.0833	0.0	0.0034	0.0057	0.0	0.0	reg oper account	block of flats	0.0044	Stone, brick	No	1.0	1.0	1.0	0.0	-1.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0						
114028	0	Cash loans	F	Y	Y	0	180000.0	444420.0	19705.5	337500.0	Unaccompanied	Commercial associate	Higher education	Single / not married	House / apartment	0.02461	-18706	-1167	-11834.0	-1825	1.0	1	1	0	1	0	0	Managers	1.0	2	2	SATURDAY	15	0	0	0	0	0	0	Business Entity Type 3		0.6854213453829273	0.5585066276769286	0.1258	0.1922	0.9682	0.5988	0.1704	0.0	0.3276	0.1667	0.1667	0.3685	0.1017	0.1096	0.0039	0.0533	0.1282	0.1499	0.9662	0.6145	0.172	0.0	0.2759	0.1667	0.1667	0.3769	0.1111	0.0887	0.0039	0.0497	0.127	0.1922	0.9682	0.6042	0.1715	0.0	0.3276	0.1667	0.1667	0.3749	0.1035	0.1116	0.0039	0.0544	reg oper account	block of flats	0.2046	Stone, brick	No	0.0	0.0	0.0	0.0	-1320.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	4.0
289517	0	Cash loans	M	Y	N	0	112500.0	521280.0	28408.5	450000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.002134	-13856	-2175	-7713.0	-4291	32.0	1	1	0	1	0	0		2.0	3	3	THURSDAY	12	0	0	0	0	1	1	Construction	0.4128363997030076	0.34770450467075714																																																	0.0	0.0	0.0	0.0	-1708.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
451824	0	Cash loans	F	N	Y	0	135000.0	446931.0	29097.0	369000.0	Unaccompanied	Commercial associate	Secondary / secondary special	Married	House / apartment	0.018029	-16676	-856	-600.0	-214		1	1	0	1	0	0	Sales staff	2.0	3	3	TUESDAY	4	0	0	0	0	0	0	Self-employed		0.07951427819676167	0.4206109640437848																																																0.0	0.0	0.0	0.0	-387.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.0	2.0
391513	0	Cash loans	F	N	Y	0	67500.0	544491.0	17694.0	454500.0	Unaccompanied	Pensioner	Secondary / secondary special	Married	House / apartment	0.020246	-22193	365243	-2499.0	-3922		1	0	0	1	0	0		2.0	3	3	FRIDAY	8	0	0	0	0	0	0	XNA		0.6556045648408585	0.4294236843421945																																																1.0	0.0	1.0	0.0	-785.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	1.0
144548	0	Cash loans	F	N	N	0	49500.0	659610.0	17527.5	472500.0	Unaccompanied	Working	Secondary / secondary special	Civil marriage	House / apartment	0.008019	-12458	-663	-6256.0	-4109		1	1	0	1	0	0	High skill tech staff	2.0	2	2	TUESDAY	17	0	0	0	0	0	0	Business Entity Type 1	0.3136524225220223	0.7440661932857981	0.6058362647264226																																																2.0	1.0	2.0	1.0	-1.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
185093	0	Cash loans	F	Y	Y	2	315000.0	1178217.0	34578.0	922500.0	Unaccompanied	Commercial associate	Secondary / secondary special	Separated	House / apartment	0.003818	-11940	-1251	-3061.0	-4568	9.0	1	1	0	1	0	0	Sales staff	3.0	2	2	FRIDAY	6	0	0	0	0	1	1	Business Entity Type 3	0.3417650307423361	0.7413877700181475	0.4956658291397297	0.0505	0.0536	0.9871	0.8504	0.0227	0.0	0.069	0.1667	0.0417	0.0096	0.1101	0.048	0.0	0.0031	0.042	0.0546	0.9856	0.8563	0.023	0.0	0.0345	0.1667	0.0417	0.0099	0.1203	0.0428	0.0	0.0	0.051	0.0536	0.9871	0.8524	0.0229	0.0	0.069	0.1667	0.0417	0.0098	0.11199999999999999	0.0489	0.0	0.0032	reg oper account	block of flats	0.0431	Block	No	0.0	0.0	0.0	0.0	-1822.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
304198	0	Cash loans	F	N	Y	0	171000.0	273636.0	17617.5	247500.0	Family	Pensioner	Secondary / secondary special	Widow	House / apartment	0.030755	-21179	365243	-6223.0	-4382		1	0	0	1	0	0		1.0	2	2	TUESDAY	16	0	0	0	0	0	0	XNA		0.6947416758624496	0.2778856891082046																																																0.0	0.0	0.0	0.0	-551.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
445308	0	Cash loans	M	Y	Y	0	157500.0	338832.0	23710.5	292500.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.011657	-17860	-397	-4004.0	-1340	16.0	1	1	0	1	0	0		2.0	1	1	FRIDAY	9	0	0	0	0	0	0	Business Entity Type 2		0.7533878109533522		0.0825	0.0691	0.9752	0.66	0.0069	0.0	0.1379	0.1667	0.2083	0.1101		0.0701			0.084	0.0717	0.9752	0.6733	0.0069	0.0	0.1379	0.1667	0.2083	0.1126		0.0731			0.0833	0.0691	0.9752	0.6645	0.0069	0.0	0.1379	0.1667	0.2083	0.11199999999999999		0.0714			reg oper account	block of flats	0.0708	Panel	No	1.0	0.0	1.0	0.0	-2837.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
259190	0	Cash loans	M	Y	Y	3	270000.0	545040.0	26640.0	450000.0	Spouse, partner	Working	Lower secondary	Married	Office apartment	0.031329	-17635	-138	-3606.0	-1149	10.0	1	1	0	1	0	0	Laborers	5.0	2	2	FRIDAY	12	0	1	1	0	1	1	Other		0.2698199976311279	0.2032521136204725																																																0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	1.0
155597	0	Cash loans	F	Y	Y	0	108000.0	180000.0	6786.0	180000.0	Unaccompanied	Working	Higher education	Married	House / apartment	0.010276	-13255	-2418	-3258.0	-5572	5.0	1	1	1	1	1	0	Accountants	2.0	2	2	FRIDAY	9	0	0	0	0	0	0	Construction	0.4591472657451906	0.15396894422667015	0.5262949398096192	0.0082	0.0	0.9687	0.5716	0.0	0.0	0.0345	0.0417	0.0833	0.0294	0.0067	0.0082	0.0	0.0	0.0084	0.0	0.9687	0.5884	0.0	0.0	0.0345	0.0417	0.0833	0.03	0.0073	0.0085	0.0	0.0	0.0083	0.0	0.9687	0.5773	0.0	0.0	0.0345	0.0417	0.0833	0.0299	0.0068	0.0083	0.0	0.0	reg oper account	block of flats	0.0072	Others	No	0.0	0.0	0.0	0.0	-1706.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0
454954	0	Cash loans	M	N	Y	0	135000.0	360000.0	42853.5	360000.0	Unaccompanied	Working	Secondary / secondary special	Single / not married	With parents	0.014519999999999996	-9492	-659	-9492.0	-2156		1	1	0	1	0	0	Laborers	1.0	2	2	TUESDAY	8	0	0	0	1	1	0	Business Entity Type 3	0.12356081260699606	0.6603190731045404	0.4812493411434029																																																0.0	0.0	0.0	0.0	-1112.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	1.0
146827	0	Cash loans	M	N	Y	1	112500.0	358213.5	23935.5	324000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.011703	-12254	-2259	-6031.0	-4925		1	1	0	1	1	0	Laborers	3.0	2	2	MONDAY	14	0	0	0	0	0	0	Business Entity Type 3		0.2975631078951108	0.646329897706246	0.0825	0.0928	0.9906	0.8708	0.079	0.0	0.1379	0.1667	0.2083	0.1044	0.0672	0.0873	0.0	0.0	0.084	0.0963	0.9906	0.8759	0.0797	0.0	0.1379	0.1667	0.2083	0.1068	0.0735	0.091	0.0	0.0	0.0833	0.0928	0.9906	0.8725	0.0795	0.0	0.1379	0.1667	0.2083	0.1062	0.0684	0.0889	0.0	0.0	reg oper spec account	block of flats	0.1119	Panel	No	1.0	0.0	1.0	0.0	-288.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	1.0	4.0
232394	0	Revolving loans	F	N	Y	0	90000.0	180000.0	9000.0	180000.0	Family	Working	Secondary / secondary special	Married	House / apartment	0.008625	-8058	-247	-1158.0	-626		1	1	1	1	1	0	Sales staff	2.0	2	2	FRIDAY	12	0	0	0	0	0	0	Self-employed	0.7113865358677317	0.4497509080998472	0.4135967602644276	0.2598	0.0748	0.9846			0.08	0.0345	0.3333		0.0226		0.0994		0.0	0.2647	0.0776	0.9846			0.0806	0.0345	0.3333		0.0231		0.1036		0.0	0.2623	0.0748	0.9846			0.08	0.0345	0.3333		0.023		0.1012		0.0		block of flats	0.1228	Panel	No	0.0	0.0	0.0	0.0	-476.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
171268	0	Cash loans	F	N	Y	0	72000.0	528633.0	22527.0	472500.0	Unaccompanied	Pensioner	Secondary / secondary special	Widow	House / apartment	0.006852	-21940	365243	-2469.0	-4172		1	0	0	1	0	0		1.0	3	3	SATURDAY	7	0	0	0	0	0	0	XNA		0.11084094142625936	0.33928769990891394	0.0825	0.0808	0.9776	0.6940000000000001	0.0	0.0	0.1379	0.1667	0.2083	0.0144	0.0647	0.0676	0.0116	0.0103	0.084	0.0839	0.9777	0.706	0.0	0.0	0.1379	0.1667	0.2083	0.0147	0.0707	0.0704	0.0117	0.0109	0.0833	0.0808	0.9776	0.6981	0.0	0.0	0.1379	0.1667	0.2083	0.0147	0.0658	0.0688	0.0116	0.0105	reg oper spec account	block of flats	0.0554	Panel	No	0.0	0.0	0.0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
433084	0	Cash loans	F	N	N	0	81000.0	239850.0	23494.5	225000.0	Unaccompanied	Pensioner	Higher education	Single / not married	House / apartment	0.0228	-24753	365243	-1023.0	-2557		1	0	0	1	0	0		1.0	2	2	THURSDAY	14	0	0	0	0	0	0	XNA		0.10582493247363543	0.8106180215523969	0.0021	0.0	0.9742			0.0	0.0345	0.0		0.0199		0.0033		0.0	0.0021	0.0	0.9742			0.0	0.0345	0.0		0.0203		0.0034		0.0	0.0021	0.0	0.9742			0.0	0.0345	0.0		0.0202		0.0033		0.0		block of flats	0.0026	Wooden	No	5.0	0.0	5.0	0.0	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
438503	0	Revolving loans	M	Y	Y	1	292500.0	315000.0	15750.0	315000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.032561	-19846	-1751	-10046.0	-2860	1.0	1	1	0	1	0	0	Laborers	3.0	1	1	SATURDAY	13	0	0	0	0	0	0	Other		0.7870272308518961	0.6347055309763198	0.2588	0.1914	0.9796			0.28	0.2414	0.3333				0.1841		0.0019	0.2637	0.1986	0.9796			0.282	0.2414	0.3333				0.1918		0.0021	0.2613	0.1914	0.9796			0.28	0.2414	0.3333				0.1874		0.002		block of flats	0.2119		No	4.0	0.0	4.0	0.0	-1592.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	1.0	7.0
409764	0	Cash loans	F	Y	N	0	211500.0	675000.0	24246.0	675000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.018029	-12355	-1050	-3502.0	-2093	14.0	1	1	0	1	0	0	Sales staff	2.0	3	3	THURSDAY	9	0	0	0	0	0	0	Business Entity Type 3	0.4163935094851997	0.7351001802875171	0.3996756156233169	0.0918	0.1006	0.9796	0.7212	0.0122	0.0	0.2069	0.1667	0.0417			0.0868		0.0034	0.0935	0.1044	0.9796	0.7321	0.0123	0.0	0.2069	0.1667	0.0417			0.0905		0.0036	0.0926	0.1006	0.9796	0.7249	0.0123	0.0	0.2069	0.1667	0.0417			0.0884		0.0035		block of flats	0.0757	Panel	No	0.0	0.0	0.0	0.0	-818.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	1.0	3.0
242034	0	Revolving loans	M	Y	Y	1	315000.0	810000.0	40500.0	810000.0	Unaccompanied	State servant	Higher education	Married	House / apartment	0.04622	-21827	-756	-645.0	-1025	4.0	1	1	0	1	0	0	Core staff	3.0	1	1	THURSDAY	16	0	0	0	0	1	1	Medicine		0.7377403152328808	0.5478104658520093																																																0.0	0.0	0.0	0.0	-164.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	2.0	0.0	1.0
168658	1	Cash loans	M	N	Y	0	135000.0	274500.0	15021.0	274500.0	Unaccompanied	Working	Secondary / secondary special	Civil marriage	House / apartment	0.015221	-20723	-579	-823.0	-4156		1	1	0	1	0	0	Drivers	2.0	2	2	SATURDAY	11	0	0	0	0	0	0	Business Entity Type 3		0.5513565528230286	0.3556387169923543																																																3.0	1.0	3.0	0.0	-1018.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	3.0
283651	0	Cash loans	M	Y	N	1	337500.0	1506816.0	45814.5	1350000.0	Family	Working	Secondary / secondary special	Married	House / apartment	0.018634	-13150	-1555	-399.0	-4102	7.0	1	1	0	1	0	0		3.0	2	2	TUESDAY	11	0	1	1	0	1	1	Business Entity Type 1		0.42914446876417706	0.4578995512067301																																															No	1.0	0.0	1.0	0.0	-2.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	5.0
254105	0	Cash loans	F	Y	Y	0	202500.0	730017.0	37404.0	652500.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.019101	-21933	-3720	-11991.0	-4060	4.0	1	1	1	1	1	0	Sales staff	2.0	2	2	TUESDAY	15	0	0	0	0	0	0	Business Entity Type 3	0.7752700462915989	0.4894578045334734	0.4740512892789932																																																0.0	0.0	0.0	0.0	-2800.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
383223	0	Cash loans	F	N	Y	0	135000.0	134775.0	10579.5	112500.0	Unaccompanied	Working	Secondary / secondary special	Separated	House / apartment	0.006670999999999999	-14729	-1705	-7748.0	-5025		1	1	1	1	0	0	Sales staff	1.0	2	2	TUESDAY	13	0	0	0	0	1	1	Trade: type 7	0.4670461331138035	0.6374975435693357	0.2721336844147212	0.0052	0.0265	0.9627			0.0	0.0345	0.0833		0.0		0.0064		0.0031	0.0053	0.0275	0.9628			0.0	0.0345	0.0833		0.0		0.0067		0.0033	0.0052	0.0265	0.9627			0.0	0.0345	0.0833		0.0		0.0066		0.0032		block of flats	0.0076	Stone, brick	No	2.0	0.0	2.0	0.0	-1524.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0
212985	0	Cash loans	F	N	N	0	315000.0	675000.0	32472.0	675000.0	Unaccompanied	State servant	Higher education	Married	House / apartment	0.003069	-19204	-2181	-3324.0	-2684		1	1	0	1	0	0	Managers	2.0	3	3	MONDAY	16	0	0	0	0	0	0	Culture	0.8653941913481928	0.5923956075460333	0.6430255641096323																																																1.0	0.0	1.0	0.0	-1918.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	6.0
104079	0	Cash loans	F	N	N	0	247500.0	682875.0	28836.0	589500.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.00496	-16340	-3253	-1621.0	-4729		1	1	0	1	1	0	Private service staff	2.0	2	2	TUESDAY	11	0	0	0	0	0	0	Business Entity Type 3		0.6019062516718392	0.3842068130556564																																																2.0	0.0	2.0	0.0	-1280.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
373033	0	Cash loans	M	N	N	0	81000.0	900000.0	26316.0	900000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.025164	-15184	-909	-9314.0	-4559		1	1	0	1	1	0		2.0	2	2	TUESDAY	16	0	0	0	0	1	1	Business Entity Type 3		0.15967923350263774																																																	0.0	0.0	0.0	0.0	-592.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
436329	0	Cash loans	M	N	Y	0	155700.0	263686.5	16848.0	238500.0	Unaccompanied	Pensioner	Secondary / secondary special	Widow	House / apartment	0.030755	-22871	365243	-2000.0	-269		1	0	0	1	0	0		1.0	2	2	MONDAY	10	0	0	0	0	0	0	XNA		0.6579607980575085	0.16640554618393638	0.0371	0.0947	0.9806	0.7348	0.0258	0.0	0.069	0.1667	0.2083	0.0725		0.0559		0.0137	0.0378	0.0983	0.9806	0.7452	0.026000000000000002	0.0	0.069	0.1667	0.2083	0.0741		0.0583		0.0145	0.0375	0.0947	0.9806	0.7383	0.026000000000000002	0.0	0.069	0.1667	0.2083	0.0738		0.0569		0.013999999999999999	reg oper account	block of flats	0.0611	Stone, brick	No	4.0	0.0	4.0	0.0	-989.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.0	2.0
320944	0	Cash loans	M	Y	N	0	112500.0	1224198.0	35793.0	958500.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.02461	-19589	-823	-7732.0	-3085	20.0	1	1	1	1	0	0	Managers	2.0	2	2	SATURDAY	16	0	0	0	0	0	0	Self-employed		0.6107740827000588	0.656158373001177																																																0.0	0.0	0.0	0.0	-926.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	2.0
419615	0	Cash loans	M	N	Y	0	216000.0	441481.5	29632.5	364500.0	Family	Working	Incomplete higher	Single / not married	House / apartment	0.032561	-8101	-1190	-4013.0	-763		1	1	0	1	0	0		1.0	1	1	THURSDAY	12	0	0	0	0	0	0	Business Entity Type 3		0.4809098346018332		0.0608		0.9508	0.3268	0.0245	0.1332	0.1607	0.1525	0.0833	0.0268	0.0731	0.1014	0.0116	0.0107	0.0021		0.9513	0.3532	0.0247	0.2014	0.0345	0.2083	0.0833	0.0274	0.0799	0.0012	0.0117	0.017	0.0885		0.9513	0.3358	0.0246	0.2	0.2069	0.2083	0.0833	0.0272	0.0744	0.1537	0.0116	0.0164	reg oper account	block of flats	0.0009	Stone, brick	No	0.0	0.0	0.0	0.0	-253.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
251982	0	Cash loans	F	Y	N	0	180000.0	1066752.0	31320.0	931500.0	Unaccompanied	Commercial associate	Secondary / secondary special	Married	House / apartment	0.018029	-16170	-6951	-2880.0	-2267	21.0	1	1	0	1	0	0	Sales staff	2.0	3	3	SUNDAY	5	0	0	0	0	0	0	Self-employed	0.6618420003340341	0.36518853699133547	0.4686596550493113	0.066	0.07400000000000001	0.9767	0.6804	0.0	0.0	0.1379	0.125	0.0417	0.0664	0.0538	0.0549	0.0077	0.0082	0.0672	0.0768	0.9767	0.6929	0.0	0.0	0.1379	0.125	0.0417	0.0679	0.0588	0.0572	0.0078	0.0087	0.0666	0.07400000000000001	0.9767	0.6847	0.0	0.0	0.1379	0.125	0.0417	0.0675	0.0547	0.0559	0.0078	0.0084	reg oper account	block of flats	0.0432	Panel	No	0.0	0.0	0.0	0.0	-1557.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	3.0
